date,vendor_id,city,market,product_category,day_of_week,month,month_num,is_weekend,is_holiday,rain_season,is_big_market_day,is_payday_period,n_transactions,avg_transaction_value_xaf,daily_revenue_xaf
2025-09-28,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,September,9,1,0,1,0,1,20,1917.0,38350.0
2025-09-29,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,September,9,0,0,1,0,1,14,1864.0,26099.0
2025-09-30,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,September,9,0,0,1,0,1,12,1479.0,17743.0
2025-10-01,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,12,1883.0,22592.0
2025-10-02,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,13,1876.0,24391.0
2025-10-03,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,14,1816.0,25421.0
2025-10-04,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,1,0,20,1861.0,37211.0
2025-10-05,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,24,1771.0,42507.0
2025-10-06,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,13,1401.0,18218.0
2025-10-07,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,12,1723.0,20672.0
2025-10-08,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,16,1482.0,23713.0
2025-10-09,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,18,1610.0,28987.0
2025-10-10,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,14,1853.0,25942.0
2025-10-11,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,0,0,23,1918.0,44113.0
2025-10-12,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,22,1556.0,34230.0
2025-10-13,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,6,2850.0,17100.0
2025-10-14,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,17,1575.0,26774.0
2025-10-15,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,15,1834.0,27515.0
2025-10-16,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,19,1765.0,33533.0
2025-10-17,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,19,1920.0,36474.0
2025-10-18,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,1,0,23,1996.0,45897.0
2025-10-19,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,17,2104.0,35761.0
2025-10-20,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,12,1971.0,23657.0
2025-10-21,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,16,1299.0,20780.0
2025-10-22,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,0,16,1820.0,29122.0
2025-10-23,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,0,12,2162.0,25946.0
2025-10-24,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,0,15,1887.0,28310.0
2025-10-25,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,October,10,1,0,1,0,0,16,1872.0,29954.0
2025-10-26,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,October,10,1,0,1,0,0,13,2066.0,26864.0
2025-10-27,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,October,10,0,0,1,0,0,9,2107.0,18960.0
2025-10-28,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,October,10,0,0,1,0,0,14,2136.0,29906.0
2025-10-29,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,October,10,0,0,1,0,1,16,2318.0,37083.0
2025-10-30,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,October,10,0,0,1,0,1,16,1831.0,29289.0
2025-10-31,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,October,10,0,0,1,0,1,16,2012.0,32192.0
2025-11-01,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,1,0,23,1804.0,41501.0
2025-11-02,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,20,1652.0,33032.0
2025-11-03,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,11,1832.0,20155.0
2025-11-04,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,17,1620.0,27540.0
2025-11-05,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,12,1979.0,23754.0
2025-11-06,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,12,2192.0,26309.0
2025-11-07,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,0,18,1667.0,30003.0
2025-11-08,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,0,0,23,1861.0,42799.0
2025-11-09,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,15,2056.0,30841.0
2025-11-10,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,13,1923.0,25004.0
2025-11-11,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,11,2003.0,22037.0
2025-11-12,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,12,1978.0,23736.0
2025-11-13,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,15,1908.0,28616.0
2025-11-14,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,0,25,1655.0,41384.0
2025-11-15,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,1,0,21,1825.0,38321.0
2025-11-16,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,14,1884.0,26378.0
2025-11-17,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,16,1974.0,31590.0
2025-11-18,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,14,1765.0,24711.0
2025-11-19,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,9,2228.0,20050.0
2025-11-20,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,9,2273.0,20459.0
2025-11-21,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,0,11,1691.0,18600.0
2025-11-22,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,0,0,30,1840.0,55186.0
2025-11-23,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,0,11,2089.0,22982.0
2025-11-24,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,November,11,0,0,0,0,0,9,2254.0,20283.0
2025-11-25,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,November,11,0,0,0,0,0,16,1690.0,27038.0
2025-11-26,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,November,11,0,0,0,0,0,12,1625.0,19499.0
2025-11-27,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,November,11,0,0,0,0,0,22,1521.0,33459.0
2025-11-28,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,November,11,0,0,0,0,1,31,1930.0,59839.0
2025-11-29,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,November,11,1,0,0,0,1,39,1869.0,72899.0
2025-11-30,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,November,11,1,0,0,0,1,17,1803.0,30654.0
2025-12-01,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,11,1803.0,19838.0
2025-12-02,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,9,2029.0,18261.0
2025-12-03,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,16,1891.0,30257.0
2025-12-04,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,0,0,0,0,15,1738.0,26075.0
2025-12-05,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,17,2256.0,38355.0
2025-12-06,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,1,0,27,1851.0,49983.0
2025-12-07,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,19,1608.0,30558.0
2025-12-08,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,7,2538.0,17769.0
2025-12-09,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,7,2335.0,16347.0
2025-12-10,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,16,1906.0,30503.0
2025-12-11,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,0,0,0,0,10,1997.0,19971.0
2025-12-12,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,10,2377.0,23768.0
2025-12-13,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,0,0,20,2045.0,40892.0
2025-12-14,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,19,1907.0,36231.0
2025-12-15,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,11,2034.0,22372.0
2025-12-16,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,16,1664.0,26616.0
2025-12-17,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,15,1700.0,25499.0
2025-12-18,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,0,0,0,0,14,1748.0,24467.0
2025-12-19,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,16,1827.0,29234.0
2025-12-20,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,1,0,22,1946.0,42821.0
2025-12-21,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,15,1746.0,26196.0
2025-12-22,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,0,17,1641.0,27891.0
2025-12-23,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,0,12,1539.0,18471.0
2025-12-24,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,0,13,1744.0,22671.0
2025-12-25,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,December,12,0,1,0,0,0,15,1799.0,26991.0
2025-12-26,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,December,12,0,0,0,0,0,15,2191.0,32872.0
2025-12-27,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,December,12,1,0,0,0,0,26,1636.0,42540.0
2025-12-28,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,December,12,1,0,0,0,0,18,1597.0,28738.0
2025-12-29,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,December,12,0,0,0,0,1,15,1632.0,24484.0
2025-12-30,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,December,12,0,0,0,0,1,14,1276.0,17865.0
2025-12-31,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,December,12,0,0,0,0,1,19,1902.0,36136.0
2026-01-01,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,1,0,0,0,12,1857.0,22279.0
2026-01-02,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,14,1711.0,23957.0
2026-01-03,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,1,0,25,1938.0,48451.0
2026-01-04,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,21,1728.0,36285.0
2026-01-05,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,14,1876.0,26260.0
2026-01-06,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,11,1632.0,17950.0
2026-01-07,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,9,2541.0,22866.0
2026-01-08,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,0,22,1474.0,32423.0
2026-01-09,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,21,1468.0,30838.0
2026-01-10,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,0,0,20,1938.0,38760.0
2026-01-11,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,17,1557.0,26474.0
2026-01-12,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,12,1595.0,19144.0
2026-01-13,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,10,2094.0,20942.0
2026-01-14,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,15,1927.0,28898.0
2026-01-15,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,0,15,1576.0,23633.0
2026-01-16,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,24,1726.0,41417.0
2026-01-17,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,1,0,21,1904.0,39989.0
2026-01-18,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,17,1770.0,30085.0
2026-01-19,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,11,1676.0,18441.0
2026-01-20,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,9,2613.0,23519.0
2026-01-21,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,10,2031.0,20310.0
2026-01-22,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,0,17,1476.0,25088.0
2026-01-23,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,0,16,2027.0,32428.0
2026-01-24,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,0,0,21,1889.0,39673.0
2026-01-25,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,January,1,1,0,0,0,0,18,1747.0,31441.0
2026-01-26,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,January,1,0,0,0,0,0,15,1826.0,27387.0
2026-01-27,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,January,1,0,0,0,0,0,19,1637.0,31106.0
2026-01-28,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,January,1,0,0,0,0,0,16,1321.0,21136.0
2026-01-29,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,January,1,0,0,0,0,1,15,2067.0,31004.0
2026-01-30,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,January,1,0,0,0,0,1,30,1604.0,48108.0
2026-01-31,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,January,1,1,0,0,0,1,23,1895.0,43588.0
2026-02-01,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,17,1691.0,28749.0
2026-02-02,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,16,1733.0,27727.0
2026-02-03,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,16,1474.0,23587.0
2026-02-04,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,0,0,0,0,14,1621.0,22692.0
2026-02-05,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,0,14,1724.0,24134.0
2026-02-06,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,0,16,1902.0,30439.0
2026-02-07,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,1,0,26,1617.0,42037.0
2026-02-08,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,12,2166.0,25990.0
2026-02-09,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,19,1698.0,32271.0
2026-02-10,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,7,2154.0,15076.0
2026-02-11,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,1,0,0,0,10,2166.0,21657.0
2026-02-12,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,0,7,2064.0,14448.0
2026-02-13,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,0,14,1807.0,25295.0
2026-02-14,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,0,0,15,1897.0,28458.0
2026-02-15,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,18,1529.0,27521.0
2026-02-16,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,17,1671.0,28401.0
2026-02-17,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,16,1365.0,21837.0
2026-02-18,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,0,0,0,0,7,2593.0,18152.0
2026-02-19,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,0,18,1391.0,25038.0
2026-02-20,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,0,16,1872.0,29956.0
2026-02-21,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,1,0,21,1653.0,34707.0
2026-02-22,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,February,2,1,0,0,0,0,21,1676.0,35206.0
2026-02-23,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,February,2,0,0,0,0,0,9,2186.0,19671.0
2026-02-24,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,February,2,0,0,0,0,0,10,1835.0,18350.0
2026-02-25,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,February,2,0,0,0,0,0,8,2470.0,19764.0
2026-02-26,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,February,2,0,0,0,0,1,14,1935.0,27085.0
2026-02-27,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,February,2,0,0,0,0,1,18,1802.0,32430.0
2026-02-28,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,February,2,1,0,0,0,1,24,1853.0,44476.0
2026-03-01,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,March,3,1,0,0,0,0,15,2043.0,30649.0
2026-03-02,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,March,3,0,0,0,0,0,12,1871.0,22451.0
2026-03-03,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,March,3,0,0,0,0,0,11,1606.0,17670.0
2026-03-04,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,March,3,0,0,0,0,0,11,1862.0,20485.0
2026-03-05,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,March,3,0,0,0,0,0,19,1650.0,31346.0
2026-03-06,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,March,3,0,0,0,0,0,16,1954.0,31260.0
2026-03-07,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,March,3,1,0,0,1,0,30,1779.0,53358.0
2026-03-08,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,March,3,1,1,0,0,0,16,2073.0,33165.0
2026-03-09,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,March,3,0,0,0,0,0,8,1896.0,15171.0
2026-03-10,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,March,3,0,0,0,0,0,14,1630.0,22817.0
2026-03-11,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,March,3,0,0,0,0,0,16,1601.0,25610.0
2026-03-12,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,March,3,0,0,0,0,0,14,1601.0,22420.0
2026-03-13,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,March,3,0,0,0,0,0,17,1662.0,28246.0
2026-03-14,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,March,3,1,0,0,0,0,16,1833.0,29323.0
2026-03-15,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,March,3,1,0,0,0,0,10,2075.0,20747.0
2026-03-16,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,March,3,0,0,0,0,0,12,1987.0,23847.0
2026-03-17,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,March,3,0,0,0,0,0,12,1597.0,19170.0
2026-03-18,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,March,3,0,0,0,0,0,12,1964.0,23564.0
2026-03-19,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,March,3,0,0,0,0,0,19,1348.0,25611.0
2026-03-20,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,March,3,0,0,0,0,0,23,1662.0,38237.0
2026-03-21,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,March,3,1,0,0,1,0,27,1802.0,48661.0
2026-03-22,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,March,3,1,0,0,0,0,9,2141.0,19266.0
2026-03-23,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,March,3,0,0,0,0,0,7,2886.0,20204.0
2026-03-24,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,March,3,0,0,0,0,0,6,3134.0,18804.0
2026-03-25,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Wednesday,March,3,0,0,0,0,0,14,1703.0,23842.0
2026-03-26,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Thursday,March,3,0,0,0,0,0,18,1723.0,31022.0
2026-03-27,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Friday,March,3,0,0,0,0,0,10,2612.0,26121.0
2026-03-28,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Saturday,March,3,1,0,0,0,0,12,2316.0,27791.0
2026-03-29,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Sunday,March,3,1,0,0,0,1,15,1937.0,29061.0
2026-03-30,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Monday,March,3,0,0,0,0,1,12,1759.0,21107.0
2026-03-31,V017,Yaoundé,Marché Essos,Fruits (Mango/Avocado/Pineapple),Tuesday,March,3,0,0,0,0,1,14,1824.0,25543.0
